"","rate","total","height","log_height"
"597",0.55,175,9.49988790132276e-06,11.5642305592882
"598",0.55,180,9.07767066126397e-06,11.6096929333649
"599",0.55,185,8.86656204123458e-06,11.6332234307751
"600",0.55,190,8.86656204123458e-06,11.6332234307751
"601",0.55,195,8.022127561117e-06,11.7333068893321
"602",0.55,200,7.81101894108761e-06,11.7599751364143
"603",0.55,205,7.81101894108761e-06,11.7599751364143
"604",0.55,210,7.59991032105821e-06,11.7873741106024
"605",0.55,215,7.17769308099942e-06,11.8445325244423
"606",0.55,220,6.75547584094063e-06,11.9051571462588
"607",0.55,225,6.75547584094063e-06,11.9051571462588
"608",0.55,230,6.75547584094063e-06,11.9051571462588
"609",0.55,235,6.33325860088184e-06,11.9696956673963
"610",0.55,240,5.91104136082305e-06,12.0386885388833
"611",0.55,245,5.69993274079366e-06,12.0750561830541
"612",0.55,250,5.48882412076426e-06,12.112796511037
"613",0.6,0,0.291787579128788,1.23172921018466
"614",0.6,5,0.0181897520275927,4.00689691889287
"615",0.6,10,0.00344128161509916,5.67191131445219
"616",0.6,15,0.00107032070354903,6.83979695247325
"617",0.6,20,0.000457261270983669,7.69025562149754
"618",0.6,25,0.000238552740633216,8.34092013735209
